Nama,Gender,Tinggal_Dengan,Status_Kerja,Biaya,Tgl_Daftar_Kuliah,Alamat,UKM,Organisasi_Kampus,Lama_Kuliah,Fakultas,Jenis_Kelulusan
Charlotte Booth,Pria,Sendiri,True,Mandiri,2007,Bogor,Seni,True,6.0,FTI,Telat
Charlotte Coll,Pria,Orang Tua,True,Orang Tua,2007,Bogor,Olahraga,False,6.0,FISIP,Telat
Charlotte Davies,Wanita,Sendiri,False,Orang Tua,2009,Jakarta,Seni,False,6.5,FISIP,Telat
Charlotte Doherty,Pria,Kos,True,Orang Tua,2009,Jakarta,Kewirausahaan,True,3.5,FIKOM,Cepat
Charlotte Freeburn,Pria,Kos,False,Mandiri,2009,Jakarta,Seni,True,3.5,FIKOM,Cepat
Charlotte Hardwick,Pria,Kos,False,Orang Tua,2009,Karawang,Olahraga,True,4.0,FISIP,Tepat Waktu
Charlotte Hood,Pria,Kos,True,Orang Tua,2007,Serang,Seni,False,3.5,FISIP,Cepat
Charlotte Kennedy,Pria,Orang Tua,True,Mandiri,2009,Bogor,Olahraga,True,4.0,FISIP,Tepat Waktu
Charlotte Kent,Pria,Sendiri,False,Mandiri,2007,Jakarta,Keilmuan,True,6.0,FISIP,Telat
Charlotte Lane,Wanita,Kos,True,Mandiri,2009,Serang,Olahraga,True,5.5,FIKOM,Telat
Charlotte Mackenzie,Wanita,Sendiri,True,Beasiswa,2009,Karawang,Keilmuan,False,3.5,FTI,Cepat
Charlotte Pierce,Pria,Orang Tua,False,Mandiri,2009,Bogor,Tidak,True,7.0,FIKOM,Telat
Charlotte Rowlands,Wanita,Sendiri,False,Beasiswa,2007,Tangerang,Seni,False,6.5,FIKOM,Telat
Charlotte Russell,Pria,Sendiri,True,Beasiswa,2007,Bekasi,Olahraga,True,7.0,FISIP,Telat
Charlotte Stewart,Wanita,Sendiri,False,Beasiswa,2009,Bekasi,Keilmuan,True,6.0,DKV,Telat
Chelsea Dowson,Pria,Kos,False,Mandiri,2007,Bogor,Seni,False,4.5,FT,Telat
Chelsea Eyres,Wanita,Kos,False,Orang Tua,2007,Bekasi,Kewirausahaan,True,4.0,DKV,Tepat Waktu
Chelsea Kelly,Pria,Sendiri,False,Orang Tua,2007,Jakarta,Seni,True,4.0,FIKOM,Tepat Waktu
Chelsea Lee,Pria,Sendiri,False,Orang Tua,2009,Serang,Seni,True,5.0,FISIP,Telat
Chelsea Lowe,Pria,Orang Tua,False,Beasiswa,2007,Tangerang,Olahraga,False,4.0,FTI,Tepat Waktu
Chelsea Oakley,Wanita,Orang Tua,True,Mandiri,2009,Karawang,Seni,False,6.5,DKV,Telat
Chelsea Rixon,Pria,Kos,False,Orang Tua,2009,Serang,Kewirausahaan,True,4.5,FISIP,Telat
Chelsea Robinson,Wanita,Sendiri,True,Mandiri,2008,Karawang,Seni,True,5.5,FTI,Telat
Chelsea Samuel,Pria,Orang Tua,False,Mandiri,2007,Karawang,Tidak,True,3.5,FISIP,Cepat
Chelsea Thomas,Wanita,Kos,True,Beasiswa,2008,Bekasi,Keilmuan,False,4.5,FTI,Telat
Chelsea Tutton,Wanita,Sendiri,True,Beasiswa,2009,Bogor,Seni,False,4.0,DKV,Tepat Waktu
Chelsea Wild,Wanita,Sendiri,True,Beasiswa,2007,Jakarta,Kewirausahaan,False,5.5,DKV,Telat
Cherish Cann,Pria,Kos,True,Beasiswa,2007,Bekasi,Olahraga,True,4.0,FISIP,Tepat Waktu
Cherish Dowson,Pria,Sendiri,False,Mandiri,2008,Tangerang,Seni,True,4.5,DKV,Telat
Cherish Furnell,Pria,Kos,False,Orang Tua,2008,Jakarta,Keilmuan,False,7.0,DKV,Telat
Cherish Lynn,Pria,Kos,False,Orang Tua,2007,Tangerang,Kewirausahaan,False,7.0,FISIP,Telat
Cherish Matthews,Pria,Sendiri,True,Beasiswa,2007,Tangerang,Seni,False,6.0,FT,Telat
Cherish Moore,Wanita,Sendiri,False,Mandiri,2007,Karawang,Keilmuan,True,6.0,FT,Telat
Cherish Morrow,Wanita,Sendiri,False,Mandiri,2009,Karawang,Keilmuan,True,6.5,FISIP,Telat
Cherish Murray,Wanita,Sendiri,False,Orang Tua,2008,Serang,Kewirausahaan,False,7.0,FISIP,Telat
Cherish Nielson,Wanita,Kos,True,Mandiri,2007,Bogor,Kewirausahaan,True,3.5,DKV,Cepat
Cherish Palmer,Pria,Kos,False,Beasiswa,2007,Serang,Kewirausahaan,False,4.5,FIKOM,Telat
Cherish Pearce,Wanita,Sendiri,False,Beasiswa,2007,Karawang,Kewirausahaan,False,7.0,DKV,Telat
Cherish Redwood,Pria,Kos,True,Orang Tua,2007,Jakarta,Tidak,False,6.5,FISIP,Telat
Cherish Sloan,Pria,Orang Tua,False,Mandiri,2009,Jakarta,Keilmuan,True,4.5,FISIP,Telat
Cherish Woodley,Pria,Kos,True,Orang Tua,2009,Karawang,Keilmuan,True,6.5,FTI,Telat
Chester Adams,Wanita,Kos,False,Orang Tua,2007,Bekasi,Olahraga,True,4.0,DKV,Tepat Waktu
Chester Avery,Pria,Orang Tua,False,Mandiri,2009,Tangerang,Kewirausahaan,True,6.0,FIKOM,Telat
Chester Bailey,Wanita,Orang Tua,True,Orang Tua,2007,Tangerang,Seni,True,4.5,FIKOM,Telat
Chester Bingham,Wanita,Sendiri,False,Mandiri,2008,Serang,Tidak,False,6.0,FT,Telat
Chester Blackburn,Wanita,Sendiri,True,Beasiswa,2009,Tangerang,Kewirausahaan,True,5.5,FT,Telat
Chester Blythe,Pria,Sendiri,True,Beasiswa,2007,Bekasi,Seni,True,7.0,DKV,Telat
Chester Brennan,Pria,Orang Tua,False,Mandiri,2007,Jakarta,Kewirausahaan,True,6.5,DKV,Telat
Chester Brooks,Pria,Sendiri,False,Mandiri,2007,Serang,Keilmuan,True,4.5,FTI,Telat
Chester Casey,Pria,Sendiri,False,Orang Tua,2008,Jakarta,Olahraga,False,5.5,DKV,Telat
Chester Corbett,Wanita,Orang Tua,False,Orang Tua,2008,Karawang,Seni,True,4.0,DKV,Tepat Waktu
Chester Durrant,Wanita,Kos,False,Mandiri,2007,Bogor,Seni,True,6.5,FIKOM,Telat
Chester Edler,Pria,Orang Tua,True,Beasiswa,2009,Bogor,Olahraga,False,4.5,DKV,Telat
Chester Edley,Wanita,Kos,True,Orang Tua,2007,Jakarta,Tidak,False,6.5,FIKOM,Telat
Chester Flynn,Wanita,Sendiri,False,Orang Tua,2008,Tangerang,Kewirausahaan,True,5.0,FISIP,Telat
Chester Fowler,Wanita,Orang Tua,False,Orang Tua,2008,Jakarta,Keilmuan,False,6.0,FISIP,Telat
Chester Gilmore,Wanita,Orang Tua,False,Beasiswa,2009,Tangerang,Seni,True,3.5,FTI,Cepat
Chester Goldsmith,Wanita,Sendiri,False,Orang Tua,2009,Karawang,Kewirausahaan,True,5.0,FT,Telat
Chester Gunn,Pria,Sendiri,True,Mandiri,2009,Jakarta,Tidak,False,3.5,DKV,Cepat
Chester Hood,Pria,Sendiri,False,Beasiswa,2007,Karawang,Kewirausahaan,True,5.5,FTI,Telat
Chester Hudson,Wanita,Sendiri,True,Orang Tua,2009,Tangerang,Kewirausahaan,False,4.5,FISIP,Telat
Chester Lewis,Pria,Sendiri,False,Orang Tua,2008,Serang,Kewirausahaan,True,5.0,FIKOM,Telat
Chester Lloyd,Pria,Orang Tua,False,Mandiri,2008,Bekasi,Keilmuan,False,3.5,FIKOM,Cepat
Chester Mackenzie,Wanita,Sendiri,True,Mandiri,2008,Tangerang,Seni,False,4.5,FTI,Telat
Chester Mooney,Wanita,Kos,True,Beasiswa,2008,Tangerang,Keilmuan,True,6.5,FTI,Telat
Chester Murphy,Pria,Kos,True,Mandiri,2007,Tangerang,Kewirausahaan,False,7.0,FTI,Telat
Chester Nicolas,Wanita,Kos,False,Mandiri,2007,Karawang,Keilmuan,True,3.5,FIKOM,Cepat
Chester Norton,Pria,Kos,True,Beasiswa,2008,Karawang,Tidak,True,5.5,FTI,Telat
Chester Oakley,Pria,Sendiri,True,Mandiri,2008,Tangerang,Olahraga,True,5.5,FTI,Telat
Chester Pitt,Wanita,Kos,True,Orang Tua,2009,Tangerang,Kewirausahaan,False,4.0,FISIP,Tepat Waktu
Chester Poulton,Pria,Kos,False,Orang Tua,2007,Bekasi,Seni,False,6.5,FIKOM,Telat
Chester Redwood,Pria,Kos,True,Mandiri,2009,Bekasi,Seni,False,4.0,FIKOM,Tepat Waktu
Chester Reid,Wanita,Orang Tua,True,Mandiri,2009,Serang,Tidak,False,4.5,FTI,Telat
Chester Roman,Wanita,Sendiri,True,Beasiswa,2007,Tangerang,Seni,False,4.5,FT,Telat
Chester Roth,Wanita,Sendiri,True,Orang Tua,2008,Karawang,Tidak,True,4.0,DKV,Tepat Waktu
Chester Rowlands,Pria,Kos,False,Beasiswa,2007,Jakarta,Seni,True,5.0,FT,Telat
Chester Shaw,Pria,Kos,False,Mandiri,2009,Karawang,Keilmuan,True,5.5,FTI,Telat
Chester Swan,Wanita,Kos,False,Mandiri,2009,Karawang,Seni,True,3.5,FISIP,Cepat
Chester Todd,Pria,Kos,False,Orang Tua,2009,Bogor,Kewirausahaan,True,3.5,FIKOM,Cepat
Chester Utterson,Wanita,Kos,False,Orang Tua,2009,Bogor,Keilmuan,False,7.0,FISIP,Telat
Chester Vaughn,Wanita,Kos,False,Orang Tua,2007,Serang,Seni,False,6.5,FIKOM,Telat
Chester Weatcroft,Pria,Sendiri,False,Mandiri,2007,Serang,Kewirausahaan,False,4.0,FISIP,Tepat Waktu
Chester Wilkinson,Wanita,Kos,False,Mandiri,2007,Bekasi,Seni,True,3.5,DKV,Cepat
Chester Woods,Pria,Kos,True,Beasiswa,2008,Bekasi,Olahraga,True,7.0,FT,Telat
Chester York,Wanita,Kos,True,Mandiri,2009,Bogor,Olahraga,True,3.5,FTI,Cepat
Chloe Edler,Wanita,Kos,True,Orang Tua,2007,Bogor,Kewirausahaan,False,5.5,FTI,Telat
Chloe Hastings,Pria,Orang Tua,True,Orang Tua,2009,Bekasi,Keilmuan,True,5.5,FT,Telat
Chloe Long,Pria,Sendiri,True,Beasiswa,2007,Serang,Kewirausahaan,False,4.5,FTI,Telat
Chloe Phillips,Pria,Orang Tua,True,Mandiri,2008,Karawang,Keilmuan,False,5.5,FISIP,Telat
Chloe Plant,Pria,Sendiri,False,Orang Tua,2009,Tangerang,Kewirausahaan,True,4.5,FT,Telat
Chloe Uttley,Pria,Sendiri,True,Orang Tua,2009,Jakarta,Keilmuan,False,5.0,DKV,Telat
Chloe Waterhouse,Pria,Orang Tua,True,Beasiswa,2008,Bekasi,Kewirausahaan,False,5.5,FIKOM,Telat
Chris Adams,Pria,Orang Tua,True,Orang Tua,2008,Jakarta,Olahraga,True,5.5,DKV,Telat
Chris Archer,Pria,Orang Tua,True,Beasiswa,2007,Bogor,Tidak,True,7.0,FISIP,Telat
Chris Bennett,Wanita,Sendiri,True,Orang Tua,2009,Jakarta,Kewirausahaan,False,3.5,FTI,Cepat
Chris Blackwall,Pria,Orang Tua,False,Mandiri,2007,Karawang,Seni,False,5.5,FTI,Telat
Chris Cameron,Wanita,Kos,True,Beasiswa,2009,Jakarta,Olahraga,False,6.0,DKV,Telat
Chris Cooper,Pria,Orang Tua,False,Orang Tua,2008,Bekasi,Tidak,True,7.0,FISIP,Telat
Chris Cowan,Wanita,Sendiri,True,Orang Tua,2008,Bogor,Kewirausahaan,True,5.5,FTI,Telat
Chris Cox,Wanita,Orang Tua,False,Mandiri,2008,Bogor,Tidak,False,5.0,FIKOM,Telat
Chris Cunningham,Wanita,Kos,False,Mandiri,2007,Serang,Olahraga,True,7.0,FT,Telat
Chris Dowson,Wanita,Orang Tua,True,Mandiri,2008,Karawang,Kewirausahaan,True,5.5,FTI,Telat
Chris Drake,Wanita,Orang Tua,False,Orang Tua,2009,Bekasi,Tidak,False,5.5,FTI,Telat
Chris Drew,Wanita,Sendiri,True,Beasiswa,2009,Serang,Tidak,True,7.0,FT,Telat
Chris Farrow,Pria,Kos,False,Mandiri,2007,Bogor,Tidak,False,6.0,FIKOM,Telat
Chris Foxley,Pria,Orang Tua,True,Orang Tua,2007,Jakarta,Olahraga,False,5.0,FIKOM,Telat
Chris Groves,Pria,Sendiri,True,Mandiri,2009,Jakarta,Olahraga,True,5.5,FT,Telat
Chris Hill,Wanita,Orang Tua,False,Beasiswa,2007,Karawang,Tidak,True,3.5,FTI,Cepat
Chris Holt,Wanita,Kos,True,Beasiswa,2007,Bogor,Olahraga,False,4.5,FIKOM,Telat
Chris James,Pria,Sendiri,True,Beasiswa,2009,Bogor,Olahraga,True,3.5,FISIP,Cepat
Chris Leslie,Wanita,Sendiri,False,Orang Tua,2008,Tangerang,Keilmuan,True,7.0,FTI,Telat
Chris Lewis,Pria,Sendiri,True,Orang Tua,2007,Bekasi,Olahraga,True,3.5,FT,Cepat
Chris Locke,Pria,Kos,True,Mandiri,2008,Bogor,Olahraga,False,4.5,FTI,Telat
Chris Needham,Pria,Sendiri,True,Orang Tua,2008,Bogor,Seni,False,5.0,FIKOM,Telat
Chris Nelson,Pria,Sendiri,False,Mandiri,2007,Bogor,Tidak,False,5.0,DKV,Telat
Chris Oldfield,Pria,Orang Tua,True,Orang Tua,2009,Bekasi,Seni,False,7.0,FT,Telat
Chris Osman,Pria,Sendiri,False,Beasiswa,2008,Karawang,Tidak,True,4.0,FTI,Tepat Waktu
Chris Pearson,Pria,Sendiri,False,Orang Tua,2007,Tangerang,Kewirausahaan,False,5.5,DKV,Telat
Chris Plant,Wanita,Orang Tua,False,Orang Tua,2008,Tangerang,Tidak,False,5.5,FT,Telat
Chris Radley,Pria,Orang Tua,True,Beasiswa,2008,Bogor,Tidak,False,3.5,DKV,Cepat
Chris Ramsey,Wanita,Kos,True,Mandiri,2009,Bekasi,Keilmuan,False,6.0,FT,Telat
Chris Ranks,Pria,Sendiri,False,Beasiswa,2008,Jakarta,Tidak,False,7.0,FT,Telat
Chris Redfern,Wanita,Orang Tua,True,Beasiswa,2009,Serang,Keilmuan,True,4.5,FTI,Telat
Chris Robinson,Wanita,Orang Tua,True,Orang Tua,2009,Bekasi,Seni,True,5.5,FIKOM,Telat
Chris Rycroft,Wanita,Orang Tua,False,Beasiswa,2009,Jakarta,Tidak,False,5.0,FIKOM,Telat
Chris Samuel,Wanita,Kos,True,Mandiri,2007,Karawang,Tidak,True,4.5,FIKOM,Telat
Chris Sherwood,Wanita,Kos,True,Beasiswa,2009,Jakarta,Keilmuan,True,5.5,FISIP,Telat
Chris Shields,Wanita,Orang Tua,True,Orang Tua,2007,Karawang,Seni,False,4.5,FISIP,Telat
Chris Thomas,Wanita,Orang Tua,True,Beasiswa,2007,Karawang,Tidak,False,6.0,FTI,Telat
Chris Upton,Wanita,Orang Tua,True,Beasiswa,2009,Jakarta,Olahraga,False,4.5,FTI,Telat
Chris Utterson,Wanita,Kos,False,Mandiri,2007,Karawang,Olahraga,True,7.0,FISIP,Telat
Chris Vaughan,Wanita,Sendiri,True,Beasiswa,2009,Jakarta,Kewirausahaan,False,6.0,DKV,Telat
Chris Ward,Wanita,Orang Tua,False,Beasiswa,2008,Serang,Seni,False,3.5,FT,Cepat
Chris Watt,Wanita,Kos,False,Beasiswa,2007,Jakarta,Olahraga,True,5.5,FIKOM,Telat
Chris Whatson,Pria,Sendiri,False,Mandiri,2009,Jakarta,Seni,True,6.5,DKV,Telat
Chris Woodcock,Wanita,Sendiri,True,Orang Tua,2008,Bogor,Keilmuan,True,6.5,FISIP,Telat
Christine Adler,Pria,Sendiri,True,Beasiswa,2007,Karawang,Tidak,False,7.0,FT,Telat
Christine Cunningham,Wanita,Sendiri,True,Beasiswa,2008,Jakarta,Tidak,True,4.0,FIKOM,Tepat Waktu
Christine Dallas,Wanita,Kos,False,Orang Tua,2008,Tangerang,Kewirausahaan,True,4.0,FISIP,Tepat Waktu
Christine Doherty,Pria,Kos,False,Orang Tua,2007,Jakarta,Kewirausahaan,False,4.5,FTI,Telat
Christine Gordon,Pria,Sendiri,True,Orang Tua,2008,Karawang,Tidak,False,6.0,DKV,Telat
Christine Larsen,Wanita,Sendiri,True,Beasiswa,2009,Karawang,Tidak,False,5.0,DKV,Telat
Christine Parker,Pria,Sendiri,False,Beasiswa,2007,Jakarta,Olahraga,True,6.0,FTI,Telat
Christine Poulton,Wanita,Sendiri,False,Beasiswa,2008,Bogor,Kewirausahaan,True,5.0,FTI,Telat
Christine Simpson,Wanita,Sendiri,True,Beasiswa,2007,Bekasi,Seni,False,5.5,FISIP,Telat
Christine Torres,Wanita,Orang Tua,True,Mandiri,2008,Karawang,Keilmuan,True,5.5,FTI,Telat
Christine Underhill,Wanita,Orang Tua,True,Beasiswa,2007,Tangerang,Kewirausahaan,False,4.5,FISIP,Telat
Christine Wood,Wanita,Kos,False,Beasiswa,2007,Jakarta,Tidak,True,3.5,FIKOM,Cepat
Christy Bailey,Pria,Sendiri,True,Beasiswa,2007,Karawang,Keilmuan,False,7.0,FT,Telat
Christy Brooks,Pria,Sendiri,True,Orang Tua,2009,Tangerang,Keilmuan,True,3.5,FIKOM,Cepat
Christy Donovan,Wanita,Sendiri,True,Beasiswa,2007,Bekasi,Tidak,False,5.0,DKV,Telat
Christy Dwyer,Wanita,Orang Tua,True,Beasiswa,2008,Tangerang,Tidak,False,3.5,DKV,Cepat
Christy Fields,Pria,Sendiri,False,Mandiri,2008,Bogor,Seni,False,6.5,FT,Telat
Christy Funnell,Wanita,Orang Tua,False,Mandiri,2008,Bogor,Seni,False,3.5,FTI,Cepat
Christy Isaac,Wanita,Orang Tua,True,Orang Tua,2007,Tangerang,Seni,False,3.5,FISIP,Cepat
Christy John,Wanita,Orang Tua,False,Orang Tua,2009,Serang,Tidak,True,6.0,FT,Telat
Christy Kerr,Pria,Kos,False,Orang Tua,2009,Serang,Tidak,False,6.5,FT,Telat
Christy Lindop,Wanita,Sendiri,True,Mandiri,2009,Bekasi,Olahraga,True,5.5,FTI,Telat
Christy Mullins,Pria,Orang Tua,True,Mandiri,2007,Bogor,Keilmuan,False,6.0,FISIP,Telat
Christy Oatway,Wanita,Sendiri,True,Mandiri,2007,Karawang,Olahraga,False,7.0,FTI,Telat
Christy Scott,Wanita,Kos,False,Orang Tua,2009,Karawang,Keilmuan,True,6.5,FTI,Telat
Christy Vinton,Wanita,Kos,False,Orang Tua,2009,Bogor,Seni,False,7.0,FIKOM,Telat
Christy Weasley,Pria,Sendiri,False,Orang Tua,2009,Tangerang,Keilmuan,True,4.0,FIKOM,Tepat Waktu
Chuck Adler,Pria,Kos,True,Beasiswa,2007,Serang,Tidak,True,5.0,FT,Telat
Chuck Antcliff,Wanita,Orang Tua,False,Beasiswa,2008,Bogor,Tidak,True,3.5,FISIP,Cepat
Chuck Appleton,Pria,Orang Tua,True,Orang Tua,2008,Jakarta,Kewirausahaan,True,5.0,FT,Telat
Chuck Becker,Wanita,Sendiri,True,Mandiri,2007,Jakarta,Kewirausahaan,False,5.0,FISIP,Telat
Chuck Brennan,Pria,Kos,True,Beasiswa,2009,Karawang,Seni,False,4.0,FTI,Tepat Waktu
Chuck Casey,Wanita,Sendiri,True,Orang Tua,2008,Bekasi,Olahraga,False,6.0,FTI,Telat
Chuck Collins,Wanita,Sendiri,False,Beasiswa,2008,Jakarta,Kewirausahaan,False,5.5,FISIP,Telat
Chuck Dickson,Pria,Sendiri,True,Beasiswa,2007,Bogor,Seni,False,3.5,FISIP,Cepat
Chuck Edwards,Pria,Kos,False,Mandiri,2008,Tangerang,Tidak,True,7.0,FTI,Telat
Chuck Evans,Pria,Orang Tua,True,Orang Tua,2009,Jakarta,Seni,True,7.0,FTI,Telat
Chuck Glass,Wanita,Orang Tua,False,Beasiswa,2009,Tangerang,Tidak,True,7.0,FTI,Telat
Chuck Goldsmith,Wanita,Orang Tua,False,Orang Tua,2008,Serang,Seni,False,4.0,FISIP,Tepat Waktu
Chuck Gray,Pria,Kos,False,Orang Tua,2007,Bekasi,Tidak,False,4.5,FIKOM,Telat
Chuck Hall,Wanita,Kos,False,Beasiswa,2009,Bekasi,Kewirausahaan,True,6.5,FTI,Telat
Chuck Hardwick,Pria,Sendiri,False,Mandiri,2009,Jakarta,Seni,True,5.5,FIKOM,Telat
Chuck Harrington,Wanita,Orang Tua,True,Mandiri,2008,Bekasi,Olahraga,True,4.0,FT,Tepat Waktu
Chuck Harrison,Wanita,Sendiri,False,Mandiri,2009,Serang,Tidak,False,5.0,FIKOM,Telat
Chuck Hudson,Pria,Orang Tua,True,Orang Tua,2008,Serang,Seni,True,5.0,FTI,Telat
Chuck Irwin,Pria,Orang Tua,False,Orang Tua,2008,Tangerang,Keilmuan,False,4.5,DKV,Telat
Chuck Jackson,Wanita,Sendiri,True,Orang Tua,2009,Karawang,Tidak,True,5.0,FISIP,Telat
Chuck Janes,Wanita,Orang Tua,False,Orang Tua,2008,Tangerang,Olahraga,True,3.5,FTI,Cepat
Chuck Jarrett,Wanita,Kos,True,Orang Tua,2008,Bekasi,Keilmuan,True,6.5,FT,Telat
Chuck Knight,Wanita,Sendiri,True,Mandiri,2007,Tangerang,Olahraga,False,4.0,FIKOM,Tepat Waktu
Chuck Lloyd,Pria,Sendiri,True,Orang Tua,2007,Karawang,Tidak,False,3.5,FISIP,Cepat
Chuck Mitchell,Wanita,Sendiri,False,Mandiri,2008,Jakarta,Keilmuan,True,5.0,DKV,Telat
Chuck Murphy,Pria,Orang Tua,True,Orang Tua,2007,Jakarta,Seni,False,6.5,FIKOM,Telat
Chuck Newton,Pria,Kos,False,Mandiri,2007,Bogor,Seni,True,6.0,DKV,Telat
Chuck Norman,Wanita,Orang Tua,True,Mandiri,2007,Jakarta,Kewirausahaan,True,5.5,FT,Telat
Chuck Parker,Wanita,Kos,True,Beasiswa,2008,Karawang,Keilmuan,False,3.5,DKV,Cepat
Chuck Robertson,Wanita,Kos,True,Beasiswa,2007,Karawang,Tidak,True,7.0,DKV,Telat
Chuck Robinson,Wanita,Sendiri,False,Beasiswa,2007,Bogor,Olahraga,True,6.0,FT,Telat
Chuck Rogers,Wanita,Orang Tua,True,Orang Tua,2007,Bekasi,Keilmuan,False,5.0,FTI,Telat
Chuck Rycroft,Wanita,Orang Tua,True,Mandiri,2007,Serang,Seni,True,6.0,FISIP,Telat
Chuck Sheldon,Pria,Sendiri,True,Orang Tua,2009,Bekasi,Tidak,True,6.0,FTI,Telat
Chuck Speed,Wanita,Kos,True,Beasiswa,2007,Bogor,Tidak,False,4.5,DKV,Telat
Chuck Spencer,Pria,Orang Tua,True,Mandiri,2008,Bogor,Tidak,False,5.5,FTI,Telat
Chuck Stanley,Pria,Orang Tua,True,Mandiri,2007,Serang,Tidak,True,3.5,DKV,Cepat
Chuck Stubbs,Pria,Orang Tua,True,Beasiswa,2007,Bekasi,Tidak,True,4.5,FISIP,Telat
Chuck Sylvester,Wanita,Orang Tua,False,Orang Tua,2008,Bekasi,Keilmuan,True,6.5,FIKOM,Telat
Chuck Vallory,Wanita,Sendiri,False,Beasiswa,2007,Jakarta,Tidak,False,6.5,FTI,Telat
Chuck Vince,Pria,Kos,False,Mandiri,2008,Tangerang,Seni,False,4.5,FTI,Telat
Chuck Ward,Wanita,Kos,True,Beasiswa,2007,Karawang,Tidak,True,7.0,FTI,Telat
Chuck Waterhouse,Wanita,Sendiri,False,Orang Tua,2008,Jakarta,Keilmuan,True,4.5,FT,Telat
Chuck Wilde,Pria,Kos,True,Mandiri,2008,Tangerang,Keilmuan,True,3.5,FTI,Cepat
Chuck Wise,Wanita,Kos,True,Orang Tua,2008,Bekasi,Seni,True,4.5,FIKOM,Telat
Chuck Yard,Pria,Kos,True,Beasiswa,2007,Bekasi,Seni,True,7.0,FT,Telat
Chuck Zaoui,Wanita,Sendiri,True,Mandiri,2007,Tangerang,Keilmuan,False,6.0,FT,Telat
Ciara Blythe,Pria,Kos,True,Beasiswa,2009,Bogor,Tidak,False,6.0,DKV,Telat
Ciara Dixon,Wanita,Orang Tua,True,Mandiri,2007,Tangerang,Keilmuan,False,4.0,FIKOM,Tepat Waktu
Ciara Eyres,Wanita,Orang Tua,True,Orang Tua,2007,Jakarta,Kewirausahaan,False,4.5,FIKOM,Telat
Ciara Holmes,Wanita,Sendiri,True,Mandiri,2007,Serang,Kewirausahaan,False,5.0,FIKOM,Telat
Ciara Lane,Pria,Sendiri,False,Orang Tua,2008,Bekasi,Seni,False,5.0,FISIP,Telat
Ciara Morris,Wanita,Kos,False,Mandiri,2009,Bekasi,Keilmuan,True,6.5,FTI,Telat
Ciara Pearson,Wanita,Orang Tua,False,Beasiswa,2009,Karawang,Keilmuan,False,4.5,FTI,Telat
Ciara Rogers,Pria,Orang Tua,False,Orang Tua,2008,Karawang,Tidak,True,6.0,DKV,Telat
Ciara Shepherd,Pria,Orang Tua,True,Orang Tua,2008,Bogor,Tidak,True,6.0,FTI,Telat
Ciara Thompson,Pria,Kos,False,Orang Tua,2009,Bekasi,Seni,False,7.0,FTI,Telat
Ciara Uttridge,Pria,Sendiri,False,Mandiri,2009,Serang,Seni,True,5.5,FIKOM,Telat
Claire Briggs,Wanita,Orang Tua,False,Mandiri,2008,Serang,Seni,True,4.0,DKV,Tepat Waktu
Claire Brown,Pria,Kos,True,Mandiri,2008,Jakarta,Seni,False,5.0,DKV,Telat
Claire Driscoll,Pria,Sendiri,True,Mandiri,2007,Jakarta,Keilmuan,True,4.0,FISIP,Tepat Waktu
Claire Hood,Pria,Kos,True,Orang Tua,2008,Karawang,Seni,True,4.5,FIKOM,Telat
Claire Irwin,Wanita,Sendiri,False,Beasiswa,2008,Karawang,Seni,False,7.0,FISIP,Telat
Claire Jacobs,Pria,Orang Tua,True,Mandiri,2008,Bogor,Olahraga,True,7.0,FISIP,Telat
Claire James,Wanita,Sendiri,False,Orang Tua,2009,Serang,Seni,True,6.0,DKV,Telat
Claire Lynn,Pria,Sendiri,False,Mandiri,2009,Bekasi,Keilmuan,False,6.5,FIKOM,Telat
Claire Payne,Wanita,Orang Tua,False,Beasiswa,2007,Jakarta,Kewirausahaan,True,6.0,FTI,Telat
Claire Pickard,Pria,Orang Tua,True,Beasiswa,2007,Tangerang,Kewirausahaan,True,3.5,FTI,Cepat
Claire Richards,Pria,Sendiri,False,Beasiswa,2007,Tangerang,Seni,False,5.5,FISIP,Telat
Claire Russel,Wanita,Orang Tua,False,Orang Tua,2009,Karawang,Keilmuan,False,4.5,FT,Telat
Claire Sherwood,Wanita,Sendiri,True,Beasiswa,2009,Jakarta,Kewirausahaan,False,4.0,FISIP,Tepat Waktu
Claire Tyler,Wanita,Orang Tua,True,Beasiswa,2009,Jakarta,Keilmuan,False,6.5,FIKOM,Telat
Claire Vane,Wanita,Kos,False,Beasiswa,2008,Serang,Seni,False,6.5,DKV,Telat
Claire Willis,Wanita,Orang Tua,True,Orang Tua,2007,Bogor,Seni,False,3.5,FTI,Cepat
Clarissa Antcliff,Wanita,Sendiri,True,Beasiswa,2009,Serang,Seni,False,4.5,FTI,Telat
Clarissa Becker,Wanita,Kos,False,Orang Tua,2009,Karawang,Seni,False,6.0,DKV,Telat
Clarissa Donnelly,Pria,Orang Tua,True,Mandiri,2008,Bogor,Olahraga,True,5.0,FISIP,Telat
Clarissa Flack,Wanita,Orang Tua,False,Mandiri,2008,Jakarta,Tidak,True,3.5,FISIP,Cepat
Clarissa Gosling,Pria,Sendiri,True,Beasiswa,2009,Tangerang,Tidak,True,4.5,DKV,Telat
Clarissa Grady,Wanita,Sendiri,True,Orang Tua,2007,Tangerang,Tidak,True,3.5,FIKOM,Cepat
Clarissa Harper,Pria,Kos,False,Mandiri,2009,Karawang,Olahraga,False,6.0,FIKOM,Telat
